data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-03-29,inconsistent,0,148
2021-07-01,2021-03-29,consistent,12,41912
2021-07-01,2021-04-01,inconsistent,0,84
2021-07-01,2021-04-01,consistent,7,35647
2021-07-01,2021-04-02,inconsistent,0,2
2021-07-01,2021-04-02,consistent,2,2171
2021-07-01,2021-04-03,inconsistent,0,8
2021-07-01,2021-04-03,consistent,3,4599
2021-07-01,2021-04-04,inconsistent,0,4
2021-07-01,2021-03-31,inconsistent,0,274
2021-07-01,2021-04-04,consistent,2,864
2021-07-01,2021-03-31,consistent,13,44464
2021-07-01,2021-03-30,inconsistent,0,338
2021-07-01,2021-03-30,consistent,14,60295
