data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-03-22,inconsistent,0,144
2021-07-01,2021-03-22,consistent,4,12984
2021-07-01,2021-03-23,inconsistent,0,203
2021-07-01,2021-03-23,consistent,8,32284
2021-07-01,2021-03-27,inconsistent,0,10
2021-07-01,2021-03-27,consistent,10,29482
2021-07-01,2021-03-26,inconsistent,0,98
2021-07-01,2021-03-26,consistent,14,44952
2021-07-01,2021-03-25,inconsistent,0,476
2021-07-01,2021-03-25,consistent,18,45906
2021-07-01,2021-03-24,inconsistent,0,206
2021-07-01,2021-03-24,consistent,20,44797
