data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-03,2021-06-23,inconsistent,0,16
2021-07-03,2021-06-23,consistent,3,22744
2021-07-03,2021-06-22,inconsistent,0,98
2021-07-03,2021-06-21,inconsistent,0,4
2021-07-03,2021-06-22,consistent,5,37145
2021-07-03,2021-06-21,consistent,6,32990
2021-07-03,2021-06-24,inconsistent,0,2
2021-07-03,2021-06-24,consistent,2,15826
2021-07-03,2021-06-25,inconsistent,0,6
2021-07-03,2021-06-25,consistent,3,14084
2021-07-03,2021-06-27,consistent,3,1264
2021-07-03,2021-06-26,inconsistent,0,40
2021-07-03,2021-06-26,consistent,4,15758
2021-07-04,2021-06-27,consistent,2,1278
2021-07-04,2021-06-25,inconsistent,0,6
2021-07-04,2021-06-25,consistent,3,14463
2021-07-04,2021-06-26,inconsistent,0,40
2021-07-04,2021-06-26,consistent,6,15808
2021-07-04,2021-06-24,inconsistent,0,2
2021-07-04,2021-06-24,consistent,2,15883
2021-07-05,2021-06-23,inconsistent,0,16
2021-07-05,2021-06-23,consistent,3,22845
2021-07-05,2021-06-27,consistent,2,1284
2021-07-05,2021-06-22,inconsistent,0,98
2021-07-05,2021-06-22,consistent,4,37415
2021-07-05,2021-06-26,inconsistent,0,40
2021-07-05,2021-06-26,consistent,3,15829
2021-07-05,2021-06-21,inconsistent,0,4
2021-07-05,2021-06-21,consistent,4,33044
2021-07-05,2021-06-25,inconsistent,0,20
2021-07-05,2021-06-25,consistent,3,14637
2021-07-06,2021-06-24,inconsistent,0,2
2021-07-06,2021-06-24,consistent,3,16590
2021-07-06,2021-06-27,consistent,2,1303
2021-07-06,2021-06-26,inconsistent,0,40
2021-07-06,2021-06-26,consistent,4,15858
2021-07-07,2021-06-25,inconsistent,0,20
2021-07-07,2021-06-25,consistent,2,15022
2021-07-07,2021-06-23,inconsistent,0,16
2021-07-07,2021-06-23,consistent,5,23371
2021-07-08,2021-06-22,inconsistent,0,100
2021-07-08,2021-06-22,consistent,6,38368
2021-07-08,2021-06-27,consistent,2,1490
2021-07-08,2021-06-26,inconsistent,0,40
2021-07-08,2021-06-26,consistent,4,15969
2021-07-08,2021-06-21,inconsistent,0,6
2021-07-08,2021-06-21,consistent,5,33575
