data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-05,2021-07-05,consistent,2,27
2021-07-05,2021-07-05,consistent,2,1067
2021-07-05,2021-07-05,consistent,3,4140
2021-07-05,2021-07-05,consistent,3,6273
2021-07-06,2021-07-05,consistent,4,9674
2021-07-06,2021-07-05,consistent,2,10772
2021-07-06,2021-07-05,consistent,2,10953
2021-07-06,2021-07-05,consistent,3,10953
2021-07-06,2021-07-06,consistent,1,25
2021-07-06,2021-07-05,consistent,2,11123
2021-07-06,2021-07-06,consistent,2,1606
2021-07-06,2021-07-05,consistent,2,11578
2021-07-06,2021-07-06,inconsistent,0,2
2021-07-06,2021-07-06,consistent,2,5396
2021-07-06,2021-07-05,consistent,2,12090
2021-07-06,2021-07-06,inconsistent,0,2
2021-07-06,2021-07-06,consistent,3,8203
2021-07-06,2021-07-05,inconsistent,0,4
2021-07-06,2021-07-05,consistent,3,12472
2021-07-07,2021-07-05,inconsistent,0,4
2021-07-07,2021-07-05,consistent,2,12707
2021-07-07,2021-07-06,inconsistent,0,2
2021-07-07,2021-07-06,consistent,2,11949
2021-07-07,2021-07-06,inconsistent,0,2
2021-07-07,2021-07-06,consistent,2,12326
2021-07-07,2021-07-05,inconsistent,0,4
2021-07-07,2021-07-05,consistent,2,12773
2021-07-07,2021-07-06,inconsistent,0,2
2021-07-07,2021-07-06,consistent,2,12338
2021-07-07,2021-07-06,inconsistent,0,2
2021-07-07,2021-07-06,consistent,2,12338
2021-07-07,2021-07-05,inconsistent,0,4
2021-07-07,2021-07-05,consistent,2,12773
2021-07-07,2021-07-07,consistent,1,24
2021-07-07,2021-07-06,inconsistent,0,2
2021-07-07,2021-07-06,consistent,2,12417
2021-07-07,2021-07-05,inconsistent,0,4
2021-07-07,2021-07-05,consistent,3,12777
2021-07-07,2021-07-07,consistent,2,1851
2021-07-07,2021-07-05,inconsistent,0,4
2021-07-07,2021-07-05,consistent,3,13007
2021-07-07,2021-07-06,inconsistent,0,2
2021-07-07,2021-07-06,consistent,4,12814
2021-07-07,2021-07-05,inconsistent,0,4
2021-07-07,2021-07-05,consistent,3,13257
2021-07-07,2021-07-06,inconsistent,0,2
2021-07-07,2021-07-06,consistent,4,13685
2021-07-07,2021-07-07,inconsistent,0,2
2021-07-07,2021-07-07,consistent,6,9933
2021-07-08,2021-07-06,inconsistent,0,8
2021-07-08,2021-07-07,inconsistent,0,2
2021-07-08,2021-07-06,consistent,2,14029
2021-07-08,2021-07-07,consistent,2,13980
2021-07-08,2021-07-05,inconsistent,0,4
2021-07-08,2021-07-05,consistent,2,13406
2021-07-08,2021-07-07,inconsistent,0,2
2021-07-08,2021-07-07,consistent,2,15265
2021-07-08,2021-07-06,inconsistent,0,8
2021-07-08,2021-07-06,consistent,2,14081
2021-07-08,2021-07-07,inconsistent,0,2
2021-07-08,2021-07-07,consistent,2,15455
2021-07-08,2021-07-05,inconsistent,0,4
2021-07-08,2021-07-05,consistent,2,13413
2021-07-08,2021-07-06,inconsistent,0,8
2021-07-08,2021-07-06,consistent,2,14081
2021-07-08,2021-07-07,inconsistent,0,2
2021-07-08,2021-07-07,consistent,2,15455
2021-07-08,2021-07-05,inconsistent,0,4
2021-07-08,2021-07-05,consistent,2,13413
2021-07-08,2021-07-08,consistent,1,32
2021-07-08,2021-07-07,inconsistent,0,2
2021-07-08,2021-07-07,consistent,2,15628
2021-07-08,2021-07-06,inconsistent,0,8
2021-07-08,2021-07-06,consistent,2,14109
2021-07-08,2021-07-05,inconsistent,0,4
2021-07-08,2021-07-05,consistent,3,13436
2021-07-08,2021-07-08,consistent,2,1613
2021-07-08,2021-07-06,inconsistent,0,8
2021-07-08,2021-07-07,inconsistent,0,6
2021-07-08,2021-07-06,consistent,2,14256
2021-07-08,2021-07-07,consistent,2,16105
2021-07-08,2021-07-05,inconsistent,0,4
2021-07-08,2021-07-05,consistent,2,13505
2021-07-08,2021-07-08,consistent,2,3575
2021-07-08,2021-07-06,inconsistent,0,12
2021-07-08,2021-07-06,consistent,2,14502
2021-07-08,2021-07-07,inconsistent,0,6
2021-07-08,2021-07-07,consistent,2,17182
2021-07-08,2021-07-05,inconsistent,0,4
2021-07-08,2021-07-05,consistent,2,13579
