data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-01-31,consistent,0,45
2021-06-30,2021-01-30,inconsistent,0,2
2021-06-30,2021-01-30,consistent,0,1359
2021-06-30,2021-01-29,inconsistent,0,56
2021-06-30,2021-01-29,consistent,2,8548
2021-06-30,2021-01-28,inconsistent,0,63
2021-06-30,2021-01-28,consistent,2,6161
2021-06-30,2021-01-27,inconsistent,0,92
2021-06-30,2021-01-27,consistent,1,4467
2021-06-30,2021-01-26,inconsistent,0,32
2021-06-30,2021-01-26,consistent,1,4342
2021-06-30,2021-01-25,inconsistent,0,36
2021-06-30,2021-01-25,consistent,2,5072
2021-06-30,2021-01-25,inconsistent,0,36
2021-06-30,2021-01-26,inconsistent,0,32
2021-06-30,2021-01-27,inconsistent,0,92
2021-06-30,2021-01-28,inconsistent,0,63
2021-06-30,2021-01-25,consistent,1,5072
2021-06-30,2021-01-29,inconsistent,0,56
2021-06-30,2021-01-26,consistent,1,4342
2021-06-30,2021-01-30,inconsistent,0,2
2021-06-30,2021-01-27,consistent,1,4467
2021-06-30,2021-01-28,consistent,1,6161
2021-06-30,2021-01-29,consistent,2,8548
2021-06-30,2021-01-30,consistent,0,1359
2021-06-30,2021-01-31,consistent,0,45
