data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-01-24,inconsistent,0,2
2021-06-30,2021-01-24,consistent,0,282
2021-06-30,2021-01-23,inconsistent,0,15
2021-06-30,2021-01-23,consistent,0,908
2021-06-30,2021-01-22,inconsistent,0,88
2021-06-30,2021-01-22,consistent,2,6397
2021-06-30,2021-01-21,inconsistent,0,128
2021-06-30,2021-01-21,consistent,3,10871
2021-06-30,2021-01-20,inconsistent,0,70
2021-06-30,2021-01-20,consistent,3,12340
2021-06-30,2021-01-19,inconsistent,0,28
2021-06-30,2021-01-19,consistent,0,2360
2021-06-30,2021-01-18,inconsistent,0,4
2021-06-30,2021-01-18,consistent,0,17
2021-06-30,2021-01-18,inconsistent,0,4
2021-06-30,2021-01-19,inconsistent,0,28
2021-06-30,2021-01-20,inconsistent,0,70
2021-06-30,2021-01-18,consistent,0,17
2021-06-30,2021-01-19,consistent,0,2360
2021-06-30,2021-01-20,consistent,2,12340
