data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-03-22,inconsistent,0,88
2021-07-01,2021-03-22,consistent,3,6434
2021-07-01,2021-03-23,inconsistent,0,350
2021-07-01,2021-03-23,consistent,5,15422
2021-07-01,2021-03-27,inconsistent,0,8
2021-07-01,2021-03-27,consistent,3,6743
2021-07-01,2021-03-26,inconsistent,0,160
2021-07-01,2021-03-26,consistent,6,12987
2021-07-01,2021-03-24,inconsistent,0,358
2021-07-01,2021-03-24,consistent,8,18846
2021-07-01,2021-03-28,inconsistent,0,2
2021-07-01,2021-03-28,consistent,2,673
2021-07-01,2021-03-25,inconsistent,0,358
2021-07-01,2021-03-25,consistent,9,24829
