data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-03-08,inconsistent,0,56
2021-06-30,2021-03-08,consistent,4,5415
2021-06-30,2021-03-11,inconsistent,0,124
2021-06-30,2021-03-11,consistent,2,5799
2021-06-30,2021-03-09,inconsistent,0,348
2021-06-30,2021-03-10,inconsistent,0,160
2021-06-30,2021-03-09,consistent,3,6531
2021-06-30,2021-03-10,consistent,3,6314
2021-06-30,2021-03-13,inconsistent,0,14
2021-06-30,2021-03-12,inconsistent,0,190
2021-06-30,2021-03-13,consistent,2,1701
2021-06-30,2021-03-12,consistent,3,6444
