data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-02-22,inconsistent,0,36
2021-06-30,2021-02-22,consistent,2,2922
2021-06-30,2021-02-23,inconsistent,0,28
2021-06-30,2021-02-23,consistent,2,2567
2021-06-30,2021-02-24,inconsistent,0,53
2021-06-30,2021-02-24,consistent,2,2206
2021-06-30,2021-02-25,inconsistent,0,52
2021-06-30,2021-02-25,consistent,2,2204
2021-06-30,2021-02-26,inconsistent,0,32
2021-06-30,2021-02-26,consistent,2,2916
2021-06-30,2021-02-27,inconsistent,0,18
2021-06-30,2021-02-27,consistent,2,2224
2021-06-30,2021-02-28,inconsistent,0,11
2021-06-30,2021-02-28,consistent,2,1156
