data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-02-01,inconsistent,0,28
2021-06-30,2021-02-01,consistent,2,3467
2021-06-30,2021-02-02,inconsistent,0,28
2021-06-30,2021-02-03,inconsistent,0,16
2021-06-30,2021-02-04,inconsistent,0,41
2021-06-30,2021-02-05,inconsistent,0,63
2021-06-30,2021-02-02,consistent,1,2463
2021-06-30,2021-02-03,consistent,1,2390
2021-06-30,2021-02-04,consistent,1,1941
2021-06-30,2021-02-05,consistent,1,1590
2021-06-30,2021-02-06,inconsistent,0,11
2021-06-30,2021-02-07,inconsistent,0,5
2021-06-30,2021-02-06,consistent,0,91
2021-06-30,2021-02-07,consistent,0,22
