data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-03-08,inconsistent,0,48
2021-06-30,2021-03-08,consistent,3,1123
2021-06-30,2021-03-09,inconsistent,0,48
2021-06-30,2021-03-10,inconsistent,0,64
2021-06-30,2021-03-09,consistent,2,1760
2021-06-30,2021-03-10,consistent,2,2136
2021-06-30,2021-03-12,inconsistent,0,14
2021-06-30,2021-03-11,inconsistent,0,72
2021-06-30,2021-03-11,consistent,4,2849
2021-06-30,2021-03-12,consistent,4,2546
2021-06-30,2021-03-13,inconsistent,0,2
2021-06-30,2021-03-13,consistent,3,568
2021-07-01,2021-03-14,inconsistent,0,2
2021-07-01,2021-03-14,consistent,1,18
