data_aplicaçao,data_atualizacao,tipo,media_tempo_gasto,total
2021-04-25,2021-07-02,consistent,2,4591
2021-04-24,2021-07-02,inconsistent,0,530
2021-04-24,2021-07-02,consistent,7,32791
2021-04-23,2021-07-02,inconsistent,0,440
2021-04-23,2021-07-02,consistent,7,31998
2021-04-22,2021-07-02,inconsistent,0,1141
2021-04-22,2021-07-02,consistent,10,44394
2021-04-21,2021-07-02,inconsistent,0,656
2021-04-21,2021-07-02,consistent,4,22476
2021-04-20,2021-07-02,inconsistent,0,1510
2021-04-20,2021-07-02,consistent,10,50073
2021-04-19,2021-07-02,inconsistent,0,1057
2021-04-19,2021-07-02,consistent,8,37923
2021-04-18,2021-07-02,inconsistent,0,784
2021-04-18,2021-07-02,consistent,3,9772
2021-04-17,2021-07-02,inconsistent,0,1296
2021-04-17,2021-07-02,consistent,10,45800
2021-04-16,2021-07-02,inconsistent,0,705
2021-04-16,2021-07-02,consistent,8,31855
2021-04-15,2021-07-02,inconsistent,0,765
2021-04-15,2021-07-02,consistent,10,31101
2021-04-14,2021-07-02,inconsistent,0,564
2021-04-14,2021-07-02,consistent,7,28873
2021-04-13,2021-07-02,inconsistent,0,876
2021-04-13,2021-07-02,consistent,6,27549
2021-04-12,2021-07-02,inconsistent,0,440
2021-04-12,2021-07-02,consistent,7,25734
2021-04-11,2021-07-02,inconsistent,0,132
2021-04-11,2021-07-02,consistent,3,9582
2021-04-10,2021-07-01,inconsistent,0,1180
2021-04-10,2021-07-01,consistent,5,33436
2021-04-09,2021-07-01,inconsistent,0,436
2021-04-09,2021-07-01,consistent,5,26708
2021-04-08,2021-07-01,inconsistent,0,450
2021-04-08,2021-07-01,consistent,4,15855
2021-04-07,2021-07-01,inconsistent,0,660
2021-04-07,2021-07-01,consistent,5,21664
2021-04-06,2021-07-01,inconsistent,0,740
2021-04-06,2021-07-01,consistent,7,30386
2021-04-05,2021-07-01,inconsistent,0,410
2021-04-05,2021-07-01,consistent,5,25483
2021-04-04,2021-07-01,inconsistent,0,2
2021-04-04,2021-07-01,consistent,2,1585
2021-04-03,2021-07-01,inconsistent,0,208
2021-04-03,2021-07-01,consistent,3,12632
2021-04-02,2021-07-01,inconsistent,0,10
2021-04-02,2021-07-01,consistent,3,3105
2021-04-01,2021-07-01,inconsistent,0,401
2021-04-01,2021-07-01,consistent,5,22335
2021-03-31,2021-07-01,inconsistent,0,728
2021-03-31,2021-07-01,consistent,9,35025
2021-03-30,2021-07-01,inconsistent,0,904
2021-03-30,2021-07-01,consistent,11,42596
2021-03-29,2021-07-01,inconsistent,0,844
2021-03-29,2021-07-01,consistent,6,24324
2021-03-28,2021-07-01,inconsistent,0,58
2021-03-28,2021-07-01,consistent,3,8531
2021-03-27,2021-07-01,inconsistent,0,1016
2021-03-27,2021-07-01,consistent,7,28524
2021-03-26,2021-07-01,inconsistent,0,1028
2021-03-26,2021-07-01,consistent,9,28707
2021-03-25,2021-07-01,inconsistent,0,1238
2021-03-25,2021-07-01,consistent,9,33174
2021-03-24,2021-07-01,inconsistent,1,1910
2021-03-24,2021-07-01,consistent,13,38704
2021-03-23,2021-07-01,inconsistent,0,534
2021-03-23,2021-07-01,consistent,12,34856
2021-03-22,2021-07-01,inconsistent,0,1133
2021-03-22,2021-07-01,consistent,6,19912
2021-03-21,2021-07-01,inconsistent,0,140
2021-03-21,2021-07-01,consistent,5,14284
2021-03-20,2021-07-01,inconsistent,1,2871
2021-03-20,2021-07-01,consistent,16,45499
2021-03-19,2021-07-01,inconsistent,0,794
2021-03-19,2021-07-01,consistent,6,23168
2021-03-18,2021-07-01,inconsistent,0,216
2021-03-18,2021-07-01,consistent,3,5312
2021-03-17,2021-07-01,inconsistent,0,424
2021-03-17,2021-07-01,consistent,3,5949
2021-03-16,2021-07-01,inconsistent,0,459
2021-03-16,2021-07-01,consistent,3,8380
2021-03-15,2021-07-01,inconsistent,0,603
2021-03-15,2021-07-01,consistent,4,11009
2021-03-14,2021-07-01,inconsistent,0,2
2021-03-14,2021-07-01,consistent,2,1165
2021-03-13,2021-06-30,inconsistent,0,166
2021-03-13,2021-06-30,consistent,3,10187
2021-03-12,2021-06-30,inconsistent,0,629
2021-03-12,2021-06-30,consistent,3,17190
2021-03-11,2021-06-30,inconsistent,0,867
2021-03-11,2021-06-30,consistent,2,8321
2021-03-10,2021-06-30,inconsistent,0,391
2021-03-10,2021-06-30,consistent,2,9767
2021-03-09,2021-06-30,inconsistent,0,429
2021-03-09,2021-06-30,consistent,3,11255
2021-03-08,2021-06-30,inconsistent,0,492
2021-03-08,2021-06-30,consistent,3,10915
2021-03-07,2021-06-30,inconsistent,0,4
2021-03-07,2021-06-30,consistent,2,1685
2021-03-06,2021-06-30,inconsistent,0,977
2021-03-06,2021-06-30,consistent,4,13306
2021-03-05,2021-06-30,inconsistent,0,862
2021-03-05,2021-06-30,consistent,4,15448
2021-03-04,2021-06-30,inconsistent,0,629
2021-03-04,2021-06-30,consistent,3,12106
2021-03-03,2021-06-30,inconsistent,0,541
2021-03-03,2021-06-30,consistent,4,13393
2021-03-02,2021-06-30,inconsistent,0,588
2021-03-02,2021-06-30,consistent,4,13551
2021-03-01,2021-06-30,inconsistent,0,222
2021-03-01,2021-06-30,consistent,3,12794
2021-02-28,2021-06-30,inconsistent,0,2
2021-02-28,2021-06-30,consistent,2,2567
2021-02-27,2021-06-30,inconsistent,0,48
2021-02-27,2021-06-30,consistent,3,9816
2021-02-26,2021-06-30,inconsistent,0,44
2021-02-26,2021-06-30,consistent,3,8877
2021-02-25,2021-06-30,inconsistent,0,32
2021-02-25,2021-06-30,consistent,2,3695
2021-02-24,2021-06-30,inconsistent,0,66
2021-02-24,2021-06-30,consistent,2,3065
2021-02-23,2021-06-30,inconsistent,0,66
2021-02-23,2021-06-30,consistent,2,3742
2021-02-22,2021-06-30,inconsistent,0,64
2021-02-22,2021-06-30,consistent,2,3819
2021-02-21,2021-06-30,inconsistent,0,2
2021-02-21,2021-06-30,consistent,2,75
2021-02-20,2021-06-30,inconsistent,0,4
2021-02-20,2021-06-30,consistent,2,1087
2021-02-19,2021-06-30,inconsistent,0,78
2021-02-19,2021-06-30,consistent,2,6298
2021-02-18,2021-06-30,inconsistent,0,125
2021-02-18,2021-06-30,consistent,2,8810
2021-02-17,2021-06-30,inconsistent,0,120
2021-02-17,2021-06-30,consistent,3,10979
2021-02-16,2021-06-30,inconsistent,0,112
2021-02-16,2021-06-30,consistent,3,8991
2021-02-15,2021-06-30,inconsistent,0,140
2021-02-15,2021-06-30,consistent,3,8751
2021-02-14,2021-06-30,inconsistent,0,12
2021-02-14,2021-06-30,consistent,2,1315
2021-02-13,2021-06-30,inconsistent,0,10
2021-02-13,2021-06-30,consistent,0,2082
2021-02-12,2021-06-30,inconsistent,0,181
2021-02-12,2021-06-30,consistent,2,12520
2021-02-11,2021-06-30,inconsistent,0,529
2021-02-11,2021-06-30,consistent,2,12984
2021-02-10,2021-06-30,inconsistent,0,233
2021-02-10,2021-06-30,consistent,2,10018
2021-02-09,2021-06-30,inconsistent,0,45
2021-02-09,2021-06-30,consistent,1,4877
2021-02-08,2021-06-30,inconsistent,0,52
2021-02-08,2021-06-30,consistent,1,3757
2021-02-07,2021-06-30,inconsistent,0,6
2021-02-07,2021-06-30,consistent,0,683
2021-02-06,2021-06-30,inconsistent,0,2
2021-02-06,2021-06-30,consistent,0,1038
2021-02-05,2021-06-30,inconsistent,0,46
2021-02-05,2021-06-30,consistent,1,5143
2021-02-04,2021-06-30,inconsistent,0,48
2021-02-04,2021-06-30,consistent,1,4177
2021-02-03,2021-06-30,inconsistent,0,48
2021-02-03,2021-06-30,consistent,1,4374
2021-02-02,2021-06-30,inconsistent,0,32
2021-02-02,2021-06-30,consistent,1,4484
2021-02-01,2021-06-30,inconsistent,0,34
2021-02-01,2021-06-30,consistent,1,4054
2021-01-31,2021-06-30,consistent,0,45
2021-01-30,2021-06-30,inconsistent,0,2
2021-01-30,2021-06-30,consistent,0,1359
2021-01-29,2021-06-30,inconsistent,0,56
2021-01-29,2021-06-30,consistent,2,8548
2021-01-28,2021-06-30,inconsistent,0,63
2021-01-28,2021-06-30,consistent,1,6161
2021-01-27,2021-06-30,inconsistent,0,92
2021-01-27,2021-06-30,consistent,1,4467
2021-01-26,2021-06-30,inconsistent,0,32
2021-01-26,2021-06-30,consistent,1,4342
2021-01-25,2021-06-30,inconsistent,0,36
2021-01-25,2021-06-30,consistent,1,5072
2021-01-24,2021-06-30,inconsistent,0,2
2021-01-24,2021-06-30,consistent,0,282
2021-01-23,2021-06-30,inconsistent,0,15
2021-01-23,2021-06-30,consistent,0,908
2021-01-22,2021-06-30,inconsistent,0,88
2021-01-22,2021-06-30,consistent,2,6397
2021-01-21,2021-06-30,inconsistent,0,128
2021-01-21,2021-06-30,consistent,3,10871
2021-01-20,2021-06-30,inconsistent,0,70
2021-01-20,2021-06-30,consistent,2,12340
2021-01-19,2021-06-30,inconsistent,0,28
2021-01-19,2021-06-30,consistent,0,2360
2021-01-18,2021-06-30,inconsistent,0,4
2021-01-18,2021-06-30,consistent,0,17
2021-01-17,2021-06-30,consistent,0,8
2021-01-16,2021-06-30,wrong_date,0,2
2021-01-15,2021-06-30,wrong_date,0,2
2021-01-14,2021-06-30,wrong_date,0,1
2021-01-12,2021-06-30,wrong_date,0,1
2021-01-11,2021-06-30,wrong_date,0,1
2020-12-21,2021-06-30,wrong_date,0,2
2020-03-23,2021-06-30,wrong_date,0,6
