data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-01-24,inconsistent,0,2
2021-06-30,2021-01-24,consistent,0,976
2021-06-30,2021-01-23,inconsistent,0,22
2021-06-30,2021-01-23,consistent,0,2560
2021-06-30,2021-01-22,inconsistent,0,361
2021-06-30,2021-01-22,consistent,2,13501
2021-06-30,2021-01-21,inconsistent,0,376
2021-06-30,2021-01-21,consistent,4,22343
2021-06-30,2021-01-20,inconsistent,0,332
2021-06-30,2021-01-20,consistent,4,24628
2021-06-30,2021-01-19,inconsistent,0,28
2021-06-30,2021-01-19,consistent,0,2103
2021-06-30,2021-01-18,consistent,0,33
2021-06-30,2021-01-19,inconsistent,0,28
2021-06-30,2021-01-20,inconsistent,0,332
2021-06-30,2021-01-18,consistent,0,33
2021-06-30,2021-01-19,consistent,0,2103
2021-06-30,2021-01-20,consistent,4,24628
2021-06-30,2021-01-21,inconsistent,0,376
2021-06-30,2021-01-22,inconsistent,0,361
2021-06-30,2021-01-23,inconsistent,0,22
2021-06-30,2021-01-24,inconsistent,0,2
2021-06-30,2021-01-21,consistent,3,22343
2021-06-30,2021-01-22,consistent,2,13501
2021-06-30,2021-01-23,consistent,0,2560
2021-06-30,2021-01-24,consistent,0,976
