data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-02-13,inconsistent,0,22
2021-06-30,2021-02-13,consistent,1,6545
2021-06-30,2021-02-12,inconsistent,0,462
2021-06-30,2021-02-12,consistent,4,17785
2021-06-30,2021-02-11,inconsistent,0,266
2021-06-30,2021-02-11,consistent,2,11731
2021-06-30,2021-02-10,inconsistent,0,206
2021-06-30,2021-02-10,consistent,2,12476
2021-06-30,2021-02-09,inconsistent,0,219
2021-06-30,2021-02-09,consistent,3,10460
2021-06-30,2021-02-08,inconsistent,0,168
2021-06-30,2021-02-08,consistent,1,5155
2021-06-30,2021-02-08,inconsistent,0,168
2021-06-30,2021-02-09,inconsistent,0,219
2021-06-30,2021-02-08,consistent,1,5155
2021-06-30,2021-02-09,consistent,3,10460
2021-06-30,2021-02-10,inconsistent,0,206
2021-06-30,2021-02-11,inconsistent,0,266
2021-06-30,2021-02-12,inconsistent,0,462
2021-06-30,2021-02-13,inconsistent,0,22
2021-06-30,2021-02-10,consistent,2,12476
2021-06-30,2021-02-11,consistent,2,11731
2021-06-30,2021-02-12,consistent,3,17785
2021-06-30,2021-02-13,consistent,1,6545
