data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-30,2021-02-15,inconsistent,0,466
2021-06-30,2021-02-16,inconsistent,0,416
2021-06-30,2021-02-15,consistent,4,11275
2021-06-30,2021-02-16,consistent,4,10370
2021-06-30,2021-02-17,inconsistent,0,96
2021-06-30,2021-02-17,consistent,5,11314
2021-06-30,2021-02-20,inconsistent,0,10
2021-06-30,2021-02-20,consistent,2,2239
2021-06-30,2021-02-21,consistent,3,2261
2021-06-30,2021-02-18,inconsistent,0,156
2021-06-30,2021-02-18,consistent,4,15014
2021-06-30,2021-02-19,inconsistent,0,92
2021-06-30,2021-02-19,consistent,4,12093
